Layers,Units,Activation,Optimizer,Learning Rate,Accuracy,Val Accuracy
1,128,elu,ftrl,1.0,0.6264441609382629,0.6102564334869385
1,128,selu,sgd,0.0001,0.7792041301727295,0.7487179636955261
1,128,selu,sgd,0.001,0.8189986944198608,0.7897436022758484
1,128,selu,sgd,0.01,0.7792041301727295,0.7794871926307678
1,128,selu,sgd,0.1,0.501925528049469,0.5743589997291565
1,128,selu,sgd,1.0,0.5070603489875793,0.5743589997291565
1,128,selu,rmsprop,0.0001,0.8164313435554504,0.7743589878082275
1,128,selu,rmsprop,0.001,0.8023106455802917,0.800000011920929
1,128,selu,rmsprop,0.01,0.7201540470123291,0.7743589878082275
1,128,selu,rmsprop,0.1,0.5006418228149414,0.5743589997291565
1,128,selu,rmsprop,1.0,0.4878048896789551,0.5743589997291565
1,128,selu,adam,0.0001,0.8202823996543884,0.7897436022758484
1,128,selu,adam,0.001,0.8241335153579712,0.800000011920929
1,128,selu,adam,0.01,0.8164313435554504,0.800000011920929
1,128,selu,adam,0.1,0.5365853905677795,0.5743589997291565
1,128,selu,adam,1.0,0.4980744421482086,0.5743589997291565
1,128,selu,adadelta,0.0001,0.5840821862220764,0.5743589997291565
1,128,selu,adadelta,0.001,0.5840821862220764,0.5743589997291565
1,128,selu,adadelta,0.01,0.7586649656295776,0.7230769395828247
1,128,selu,adadelta,0.1,0.8151476383209229,0.7846153974533081
1,128,selu,adadelta,1.0,0.7971758842468262,0.7948718070983887
1,128,selu,adamax,0.0001,0.8010269403457642,0.7538461685180664
1,128,selu,adamax,0.001,0.8228498101234436,0.7897436022758484
1,128,selu,adamax,0.01,0.8228498101234436,0.8051282167434692
1,128,selu,adamax,0.1,0.8087291121482849,0.8051282167434692
1,128,selu,adamax,1.0,0.5173299312591553,0.5743589997291565
1,128,selu,adagrad,0.0001,0.6572529077529907,0.6974359154701233
1,128,selu,adagrad,0.001,0.7804877758026123,0.7692307829856873
1,128,selu,adagrad,0.01,0.8254172205924988,0.7948718070983887
1,128,selu,adagrad,0.1,0.8241335153579712,0.7948718070983887
1,128,selu,adagrad,1.0,0.7522464990615845,0.7846153974533081
1,128,selu,nadam,0.0001,0.817715048789978,0.7692307829856873
1,128,selu,nadam,0.001,0.8279845714569092,0.8051282167434692
1,128,selu,nadam,0.01,0.817715048789978,0.800000011920929
1,128,selu,nadam,0.1,0.6919127106666565,0.7846153974533081
1,128,selu,nadam,1.0,0.4993581473827362,0.5743589997291565
1,128,selu,ftrl,0.0001,0.6405647993087769,0.656410276889801
1,128,selu,ftrl,0.001,0.7689345479011536,0.764102578163147
1,128,selu,ftrl,0.01,0.8112965226173401,0.7794871926307678
1,128,selu,ftrl,0.1,0.821566104888916,0.8051282167434692
1,128,selu,ftrl,1.0,0.7766367197036743,0.7897436022758484
1,128,exponential,sgd,0.0001,0.0064184851944446,0.0
1,128,exponential,sgd,0.001,0.0372272133827209,0.0
1,128,exponential,sgd,0.01,0.0089858788996934,0.0
1,128,exponential,sgd,0.1,0.0205391533672809,0.0
1,128,exponential,sgd,1.0,0.0449293963611125,0.0
1,128,exponential,rmsprop,0.0001,0.7586649656295776,0.7589743733406067
1,128,exponential,rmsprop,0.001,0.75738126039505,0.6974359154701233
1,128,exponential,rmsprop,0.01,0.7021822929382324,0.6615384817123413
1,128,exponential,rmsprop,0.1,0.0308087300509214,0.0
1,128,exponential,rmsprop,1.0,0.0205391533672809,0.0
1,128,exponential,adam,0.0001,0.0243902429938316,0.0
1,128,exponential,adam,0.001,0.0243902429938316,0.0
1,128,exponential,adam,0.01,0.0218228492885828,0.0
1,128,exponential,adam,0.1,0.0359435155987739,0.0
1,128,exponential,adam,1.0,0.001283697085455,0.0
1,128,exponential,adadelta,0.0001,0.2759948670864105,0.3076923191547394
1,128,exponential,adadelta,0.001,0.5802310705184937,0.5692307949066162
1,128,exponential,adadelta,0.01,0.6187419891357422,0.5846154093742371
1,128,exponential,adadelta,0.1,0.5956354141235352,0.6410256624221802
1,128,exponential,adadelta,1.0,0.528883159160614,0.5333333611488342
1,128,exponential,adamax,0.0001,0.6084724068641663,0.5692307949066162
1,128,exponential,adamax,0.001,0.7227214574813843,0.7025641202926636
1,128,exponential,adamax,0.01,0.7150192260742188,0.7384615540504456
1,128,exponential,adamax,0.1,0.0243902429938316,0.0
1,128,exponential,adamax,1.0,0.0243902429938316,0.0
1,128,exponential,adagrad,0.0001,0.3324775397777557,0.3641025722026825
1,128,exponential,adagrad,0.001,0.676508367061615,0.620512843132019
1,128,exponential,adagrad,0.01,0.566110372543335,0.5076923370361328
1,128,exponential,adagrad,0.1,0.0718870311975479,0.0
1,128,exponential,adagrad,1.0,0.0423620007932186,0.0
1,128,exponential,nadam,0.0001,0.168164312839508,0.0
1,128,exponential,nadam,0.001,0.001283697085455,0.0
1,128,exponential,nadam,0.01,0.0269576385617256,0.0
1,128,exponential,nadam,0.1,0.0256739407777786,0.0
1,128,exponential,nadam,1.0,0.0397946089506149,0.0
1,128,exponential,ftrl,0.0001,0.0064184851944446,0.0
1,128,exponential,ftrl,0.001,0.0038510912563651,0.0
1,128,exponential,ftrl,0.01,0.734274685382843,0.7333333492279053
1,128,exponential,ftrl,0.1,0.0474967919290065,0.0
1,128,exponential,ftrl,1.0,0.0243902429938316,0.0
1,256,relu,sgd,0.0001,0.8074454665184021,0.764102578163147
1,256,relu,sgd,0.001,0.8228498101234436,0.7743589878082275
1,256,relu,sgd,0.01,0.7689345479011536,0.7743589878082275
1,256,relu,sgd,0.1,0.5840821862220764,0.5743589997291565
1,256,relu,sgd,1.0,0.5840821862220764,0.5743589997291565
1,256,relu,rmsprop,0.0001,0.8112965226173401,0.7743589878082275
1,256,relu,rmsprop,0.001,0.8010269403457642,0.7948718070983887
1,256,relu,rmsprop,0.01,0.7971758842468262,0.7948718070983887
1,256,relu,rmsprop,0.1,0.5840821862220764,0.5743589997291565
1,256,relu,rmsprop,1.0,0.5648267269134521,0.5743589997291565
1,256,relu,adam,0.0001,0.8189986944198608,0.7794871926307678
1,256,relu,adam,0.001,0.8267009258270264,0.800000011920929
1,256,relu,adam,0.01,0.8189986944198608,0.8051282167434692
1,256,relu,adam,0.1,0.5840821862220764,0.5743589997291565
1,256,relu,adam,1.0,0.5840821862220764,0.5743589997291565
1,256,relu,adadelta,0.0001,0.0885750949382782,0.0666666701436042
1,256,relu,adadelta,0.001,0.5750962495803833,0.5538461804389954
1,256,relu,adadelta,0.01,0.740693211555481,0.7589743733406067
1,256,relu,adadelta,0.1,0.8125802278518677,0.7794871926307678
1,256,relu,adadelta,1.0,0.8061617612838745,0.7846153974533081
1,256,relu,adamax,0.0001,0.8048780560493469,0.7487179636955261
1,256,relu,adamax,0.001,0.817715048789978,0.7897436022758484
1,256,relu,adamax,0.01,0.8164313435554504,0.800000011920929
1,256,relu,adamax,0.1,0.7740693092346191,0.7743589878082275
1,256,relu,adamax,1.0,0.5840821862220764,0.5743589997291565
1,256,relu,adagrad,0.0001,0.6213093996047974,0.5897436141967773
1,256,relu,adagrad,0.001,0.8100128173828125,0.7692307829856873
1,256,relu,adagrad,0.01,0.8164313435554504,0.7846153974533081
1,256,relu,adagrad,0.1,0.8189986944198608,0.800000011920929
1,256,relu,adagrad,1.0,0.5840821862220764,0.5743589997291565
1,256,relu,nadam,0.0001,0.8087291121482849,0.7846153974533081
1,256,relu,nadam,0.001,0.8254172205924988,0.800000011920929
1,256,relu,nadam,0.01,0.8138639330863953,0.8102564215660095
1,256,relu,nadam,0.1,0.7997432351112366,0.8051282167434692
1,256,relu,nadam,1.0,0.5840821862220764,0.5743589997291565
1,256,relu,ftrl,0.0001,0.5545571446418762,0.528205156326294
1,256,relu,ftrl,0.001,0.771501898765564,0.7538461685180664
1,256,relu,ftrl,0.01,0.8138639330863953,0.7794871926307678
1,256,relu,ftrl,0.1,0.8164313435554504,0.7897436022758484
1,256,relu,ftrl,1.0,0.5840821862220764,0.5743589997291565
1,256,sigmoid,sgd,0.0001,0.6752246618270874,0.7128205299377441
1,256,sigmoid,sgd,0.001,0.744544267654419,0.764102578163147
1,256,sigmoid,sgd,0.01,0.7958921790122986,0.7743589878082275
1,256,sigmoid,sgd,0.1,0.6084724068641663,0.7179487347602844
1,256,sigmoid,sgd,1.0,0.5121951103210449,0.5743589997291565
1,256,sigmoid,rmsprop,0.0001,0.7958921790122986,0.7692307829856873
1,256,sigmoid,rmsprop,0.001,0.8112965226173401,0.7948718070983887
1,256,sigmoid,rmsprop,0.01,0.7548138499259949,0.7743589878082275
